paper ID,measureID,pathway,measure general,measure specific -- outcome variable,outcome unit - concat w measure specific,morbid_or_abund_biomass_measure,effects on host,effects on community,predictor variable,ecosystem_process_mediate,have not added double counting,double-counted effect on plants / photosynthesizers as ecosystem effect,double-counted effect on non-plant hosts as ecosystem effect,ecosystem function not linked to morbidity or abund,location in paper,note,exclude as ecosystem measure,include as ecosystem measure,reason for inclusion or exclusion as ecosystem measure,notes,confirm
2026,1,PP to abund biomass,community biomass,dry biomass of macroalgal species and functional groups,,,0,1,year,,,,,,F1,,,,,,
2026,1,abund biomass to ecosystem fxn,primary production,dry biomass of macroalgal species and functional groups,,,0,1,year,,,1,,,F1,,,,,,
2026,,abiotic or biotic,abiotic,depth,,,,,,,,,,,,,,,,,
2026,,abiotic or biotic,biotic,macroalgal species and functional groups,,,,,,0,,,,,,,,,,,
2026,,PP to abund biomass,community composition,Bray-Curtis similarities,,,1,1,,,,,,,F2,,,,,,
2026,2,PP to abund biomass,community biomass ,dry biomass of invertebrate taxa and functional groups,,,0,1,year,,,,,,F3,,,,,,
2026,2,PP to abund biomass,host biomass,dry biomass of invertebrate taxa and functional groups,,,1,0,year,,,,,,F3,,,,,,
2026,,abiotic or biotic,biotic,invertebrate taxa and functional groups,,,,,,0,,,,,,,,,,,
2056,,PP to abund biomass,host abundance,large perch,,,1,0,year,,,,,,F1,,,,,,
2056,,PP to abund biomass,community abundance,abundance,,,0,1,year,,,,,,F1,,,,,,
2056,1,abiotic or biotic,biotic,community taxa,,,0,1,,0,,,,,F1,,,,,,
2056,2,abund biomass to ecosystem fxn,biogeochemical cycles,phosphorous,,,,,year,,,,,,F8,,,,,,
2056,,abiotic or biotic,abiotic,temperature,,,,,year,,,,,,,,,,,,
2065,1,PP to abund biomass,host biomass,seed production,,,,,year,,,,,,F4,,,,,,
2065,1,abund biomass to ecosystem fxn,primary production,seed production,,,,,year,,,,,,F4,,,,,,
2065,1,abiotic or biotic,abiotic,precipitation,,,,,,,,,,,F4,,,,,,
2065,,PP to host infection prevalence / intensity,infection prevalence,% of plots with Ustilago bullata,,,,,year,,,,,,F2,,,,,,
2093,,PP to abund biomass,host abundance,tadpole density,,,1,0,frogless vs. with frogs streams,,,,,,T2,,,,,,
2093,,abund biomass to ecosystem fxn,biogeochemical cycles,leaf pack mass loss,,1,,,frogless vs. with frogs streams,,1,,,,F1,,,,,,
2093,1,PP to abund biomass,community biomass,microbial biomass,,,0,1,control vs. tadpole exclusion treatments in stream w/ vs. wo frogs,,,,,,F2,,,,,,
2093,1,abund biomass to ecosystem fxn,secondary production,microbial biomass,,,0,1,control vs. tadpole exclusion treatments in stream w/ vs. wo frogs,,,,1,,F2,,,,,,
2093,1,abiotic or biotic,biotic,community taxa,,,,,control vs. tadpole exclusion treatments in stream w/ vs. wo frogs,0,,,,,F2,,,,,,
2093,,PP to abund biomass,community ,microbial respiration,,,0,1,control vs. tadpole exclusion treatments in stream w/ vs. wo frogs,,,,,,1870,,,,,,
2093,2,PP to abund biomass,community abundance,abundance of macroinvertebrate taxa colonising leaf packs,,,0,1,control vs. tadpole exclusion treatments in stream w/ vs. wo frogs,,,,,,T3,,,,,,
2093,2,abiotic or biotic,biotic,community taxa,,,0,1,,0,,,,,,,,,,,
2097,1,PP to abund biomass,host biomass,shoot biomass,,,1,0,soil origin: healthy vs. defoliated vs. dead,,,,,,T1,,,,,,
2097,1,abund biomass to ecosystem fxn,primary production,shoot biomass,,,1,0,soil origin: healthy vs. defoliated vs. dead,,,1,,,T1,,,,,,
2097,2,PP to abund biomass,host biomass,basal area,,,1,0,soil origin: healthy vs. defoliated vs. dead,,,,,,T1,,,,,,
2097,2,abund biomass to ecosystem fxn,primary production,basal area,,,1,0,soil origin: healthy vs. defoliated vs. dead,,,1,,,T1,,,,,,
2097,3,PP to abund biomass,community biomass,shoot biomass,,,0,1,soil origin: healthy vs. defoliated vs. dead,,,,,,T1,,,,,,
2097,3,abund biomass to ecosystem fxn,primary production,shoot biomass,,,0,1,soil origin: healthy vs. defoliated vs. dead,,,1,,,T1,,,,,,
2097,4,PP to abund biomass,community biomass,basal area,,,0,1,soil origin: healthy vs. defoliated vs. dead,,,,,,T1,,,,,,
2097,4,abund biomass to ecosystem fxn,primary production,basal area,,,0,1,soil origin: healthy vs. defoliated vs. dead,,,1,,,T1,,,,,,
2097,5,PP to abund biomass,host biomass,root biomass,,,1,0,soil origin: healthy vs. defoliated vs. dead,,,,,,T1,,,,,,
2097,5,abund biomass to ecosystem fxn,primary production,root biomass,,,1,0,soil origin: healthy vs. defoliated vs. dead,,,1,,,T1,,,,,,
2097,6,PP to abund biomass,community biomass,root biomass,,,0,1,soil origin: healthy vs. defoliated vs. dead,,,,,,T1,,,,,,
2097,6,abund biomass to ecosystem fxn,primary production,root biomass,,,0,1,soil origin: healthy vs. defoliated vs. dead,,,1,,,T1,,,,,,
2097,,abund biomass to ecosystem fxn,primary production,stem height,,host size,1,0,soil origin: healthy vs. defoliated vs. dead,,1,,,,T1,,,,,confirm includes abundance,
2097,,abund biomass to ecosystem fxn,primary production,stem height,,community size,0,1,soil origin: healthy vs. defoliated vs. dead,,1,,,,T1,,,,,confirm includes abundance,
2097,,abund biomass to ecosystem fxn,primary production,specific leaf area,,host phenotype -- size,1,0,soil origin: healthy vs. defoliated vs. dead,,1,,,,T1,,,,,changed from PP to morbidity,
2097,,abund biomass to ecosystem fxn,primary production,specific leaf area,,community phenotype -- size,0,1,soil origin: healthy vs. defoliated vs. dead,,1,,,,T1,,,,,changed from PP to morbidity,
2097,,PP to morbidity,host phenotype,root mass fraction,,,1,0,soil origin: healthy vs. defoliated vs. dead,,,,,,T1,,,,,,
2097,,PP to morbidity,community phenotype,root mass fraction,,,0,1,soil origin: healthy vs. defoliated vs. dead,,,,,,T1,,,,,,
2097,,abund biomass to ecosystem fxn,primary production,specific root length,,host phenotype,1,0,soil origin: healthy vs. defoliated vs. dead,,1,,,,T1,,,,,changed from PP to morbidity,
2097,,abund biomass to ecosystem fxn,primary production,specific root length,,community phenotype,0,1,soil origin: healthy vs. defoliated vs. dead,,1,,,,T1,,,,,changed from PP to morbidity,
2097,,PP to morbidity,host phenotype,root tissue mass density,,,1,0,soil origin: healthy vs. defoliated vs. dead,,,,,,T1,,,,,,
2097,,PP to morbidity,community phenotype,root tissue mass density,,,0,1,soil origin: healthy vs. defoliated vs. dead,,,,,,T1,,,,,,
2097,,abiotic or biotic,biotic,sterilization,,,1,1,soil origin: healthy vs. defoliated vs. dead,0,,,,,T1,,,,,,
2097,,PP to morbidity,host phenotype,mycorrhizal colonization,,,1,0,soil origin: healthy vs. defoliated vs. dead,,,,,,T1,,,,,,
2097,,PP to morbidity,community phenotype,mycorrhizal colonization,,,0,1,soil origin: healthy vs. defoliated vs. dead,,,,,,T1,,,,,,
2097,,abiotic or biotic,biotic,community taxa,,,0,1,soil origin: healthy vs. defoliated vs. dead,0,,,,,,,,,,,
2097,,abiotic or biotic,biotic,forest type (open vs. closed),,,1,1,soil origin: healthy vs. defoliated vs. dead,0,,,,,"T1, T2",,,,,,
2116,,abund biomass to ecosystem fxn,secondary production,growth,,host phenotype,1,0,parasite infections per clam,,1,,,,F1,,,,,changed from PP to morbidity,
2116,,PP to morbidity,host phenotype,condition index,,,1,0,parasite infections per clam,,,,,,F3,,,,,,
2116,,abund biomass to ecosystem fxn,secondary production,soft tissue dry weight,,host biomass,1,0,parasite infections per clam,,1,,,,F2,,,,,,
2116,,abund biomass to ecosystem fxn,secondary production,foot length,,host biomass,1,0,parasite infections per clam,,1,,,,F4,,,,,changed from morbidiy,
2116,,PP to ecosystem fxn,secondary production,parasite mass as percent of host mass,,,,,,,,,,,,,,,,,
2119,,PP abundance,abundance,liana abundance,,,,,,,,,,,,,,,,,
2119,,PP to ecosystem fxn,biomass,biomass of lianas,,,,,,,,,,,1607,,,,,,
2119,,abiotic or biotic,biotic,tree turnover rate,,,,,,0,,,,,,,,,,,
2119,,abiotic or biotic,abiotic,slope,,,,,,,,,,,,,,,,,
2119,,abiotic or biotic,biotic,number of tree stems,,,,,,0,,,,,,,,,,,
2119,,abiotic or biotic,abiotic,rainfall,,,,,,,,,,,,,,,,,
2119,1,PP to abund biomass,host and community biomass,aboveground tree biomass,,,1,1,,,,,,,F4,,,,,,
2119,1,abund biomass to ecosystem fxn,primary production,aboveground tree biomass,,,,,,,,1,,,,,,,,,
2123,,PP to ecosystem fxn,biogeochemical cycles,litter biomass,,,,,,,,,,,,,,,,,
2123,,abiotic or biotic,abiotic,month,,,,,,,,,,,,,,,,,
2123,,PP to morbidity,host phenotype,leaf turnover,,,,,,,,,,,343,morbidity because about effects of PP on host phenotype (proportion of live leaves lost annually),,,,,
2123,,PP abundance,abundance,mistletoe number,,,,,,,,,,,"T3, T4",,,,,,
2123,,PP to ecosystem fxn,primary production,mistletoe leaf biomass in canopy of host trees,,,,,,,,,,,F6,,,,,,
2123,,PP to ecosystem fxn,primary production,mistletoe understorey plant biomass,,,,,,,,,,,F6,,,,,,
2123,1,PP to unknown,host phenotype,eucalypt leaf litter,,,,,host vs. non-host,,,,,,T5,unknown because cannot tell whether this is effect due to biomass change or change in allocation to leaves,,,,,
2123,1,unknown to ecosystem fxn,biogeochemical cycles,eucalypt leaf litter,,,,,,,,1,,,T5,unknown because cannot tell whether this is effect due to biomass change or change in allocation to leaves,,,,,
2137,,PP to abund biomass,community consumption,herbivory,,,0,1,,,,,,,T1,,,,,,
2137,,PP to host infection prevalence / intensity,infection prevalence,pathogen damage incidence,,,1,0,,,,,,,,,,,,,
2137,,abiotic or biotic,biotic,tree species richness,,,1,0,,0,,,,,"T2, T3",,,,,,
2137,,abiotic or biotic,biotic,niche breadth,,,1,0,,0,,,,,"T2, T3",,,,,,
2137,,abiotic or biotic,biotic,herbivore damage,,,1,0,,0,,,,,"T2, T3",,,,,,
2137,,abiotic or biotic,biotic,initial wood volume,,,1,0,,1,,,,,"T2, T3",,,,,,
2137,,abiotic or biotic,biotic,principal component of morphology,,,1,0,,0,,,,,"T2, T3",,,,,,
2137,,abiotic or biotic,biotic,principal component of chemical leaf traits,,,1,0,,0,,,,,"T2, T3",,,,,,
2137,,abiotic or biotic,biotic,niche marginality,,,1,0,,0,,,,,"T2, T3",,,,,,
2137,1,PP to abund biomass,host biomass,relative tree growth rate (wood volume),,,1,0,,,,,,,T3,,,,,,
2137,1,abund biomass to ecosystem fxn,primary production,relative tree growth rate (wood volume),,,1,0,,,,1,,,T3,,,,,,
2145,,PP to host infection prevalence / intensity,infection prevalence,fraction trees with fungal wilt,,,1,0,,,,,,,F2,,,,,,
2145,,PP to abund biomass,host mortality,mortality (dead plants per total plants),,,1,0,,,,,,,F2,,,,,,
2145,1,PP to abund biomass,host biomass,productivity (annual net primary production),,,1,0,,,,,,,F2,,,,,,
2145,1,abund biomass to ecosystem fxn,primary production,productivity (annual net primary production),,,1,0,,,,1,,,F2,,,,,,
2145,,abiotic or biotic,abiotic,provenance transfer distance (mean annual maximum temperature),,,1,0,,,,,,,F2,,,,,,
2145,,abiotic or biotic,biotic,heritability in pathogen susceptibility,,,1,0,,0,,,,,T2,,,,,,
2146,1,abund biomass to ecosystem fxn,biogeochemical cycles,% litter by species,,,,,,,,1,,,T2,not a stock so not an ecosystem process effect,1,,,,
2146,1,PP to abund biomass,community composition,% litter by species,,,1,1,,,,,,,,,,,,,
2146,,abiotic or biotic,biotic,taxa,,,,,,0,,,,,,,,,,,
2146,2,morbidity to ecosystem fxn,biogeochemical cycles,%N litter by species,,,,,,,,1,,,,"morbidity because % element composition, which is effect on phenotype rather than abundance",,,,,
2146,2,PP to morbidity,host and community phenotype,%N litter by species,,,1,1,,,,,,,,"morbidity because % element composition, which is effect on phenotype rather than abundance",,,,,
2146,3,morbidity to ecosystem fxn,biogeochemical cycles,%N foliar by species,,,,,,,,1,,,,"morbidity because % element composition, which is effect on phenotype rather than abundance",,,,,
2146,3,PP to morbidity,host and community phenotype,%N foliar by species,,,,,,,,,,,,"morbidity because % element composition, which is effect on phenotype rather than abundance",,,,,
2146,4,unknown to ecosystem fxn,biogeochemical cycles,Litter N flux,,,,,,,1,,,1,,unknown because cannot tell if this is due to community composition / abundance change or phenotype change,,,,,
2146,5,unknown to ecosystem fxn,biogeochemical cycles,Litter C flux,,,,,,,1,,,1,,,,,,,
2146,6,unknown to ecosystem fxn,biogeochemical cycles,Litter total mass flux,,,,,,,1,,,1,,,,,,,
2146,7,unknown to ecosystem fxn,biogeochemical cycles,Litter decomp. % mass loss 1 year,,,,,,,1,,,1,,,,,,,
2146,8,unknown to ecosystem fxn,biogeochemical cycles,Litter decomp. % mass loss 3 years,,,,,,,1,,,1,,,,,,,
2146,9,unknown to ecosystem fxn,biogeochemical cycles,Soil extractable NO3/NH4(mineral),,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Soil extractable NO3/NH4(Organic),,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Potential N mineralization (mineral),,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Potential N mineralization (organic),,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Potential nitrification (mineral),,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Potential nitrification (organic),,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Nitrification fraction (mineral),,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Nitrification fraction (organic),,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Soil C/N (mineral),,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Soil C/N (organic),,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Org. horizon C pool,,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Org. horizon N pool,,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Forest floor depth,,,,,,,1,,,1,,,1,,exclude because physical structure,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Total soil C pool to 12 cm (mineral + organic),,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Total soil N pool to 12 cm (mineral + organic),,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Soil solution NO3,,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Soil solution DON,,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Soil solution NH4,,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Soil solution DOC,,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Soil solution SO4,,,,,,,1,,,1,,,,,,,
2146,,unknown to ecosystem fxn,biogeochemical cycles,Soil solution SO4+ NO3,,,,,,,1,,,1,,,,,,,
2146,,PP to host infection prevalence / intensity,infection prevalence / intensity,beech bark disease score,,,,,,,,,,,,,,,,,
2167,,PP abundance,abundance,virus abundance,,,,,,,,,,,F2,,,,,,
2167,,PP to abund biomass,host abundance,bacteria abundance,,,1,0,,,,,,,F2,,,,,,
2167,,PP to abund biomass,PP and host abundance,virus to bacteria ratio,,,1,0,,,,,,,F2,,,,,,
2167,,PP to host infection prevalence / intensity,infection prevalence,% occurrence of lysogeny,,,,,,,,,,,T2,,,,,,
2167,,abund biomass to ecosystem fxn,primary production,chlorophyll a,,1,,,,,1,,,1,T1,,,,,,
2167,,abund biomass to ecosystem fxn,biogeochemical cycles,dissolved organic carbon,,,,,,,1,,,1,T1,,,,,,
2167,,abund biomass to ecosystem fxn,biogeochemical cycles,nitrate NO3-N,,,,,,,1,,,1,T1,,,,,,
2167,,abund biomass to ecosystem fxn,biogeochemical cycles,ammonium NH4-N,,,,,,,1,,,1,T1,,,,,,
2167,,PP to abund biomass,community composition,Simpson's diversity index,,,1,1,,,,,,,F4,,,,,,
2167,,PP to abund biomass,community composition,Pearson index of similarity,,,1,1,,,,,,,F4,,,,,,
839,,PP to host infection prevalence / intensity,infection prevalence,infection prevalence (%),,,,,,,,,,,,,,,,,
839,,abiotic or biotic,both,land-use index,,,,,,0,,,,,F3,,,,,,
839,,abiotic or biotic,biotic,host abundance,,,,,,0,,,,,,,,,,,
839,,abiotic or biotic,biotic,host gender,,,,,,0,,,,,,,,,,,
839,,PP to abund biomass,community biomass,seed set,,,0,1,,,,,,,F2,"parasitism was not included in model due to poor fit, thus did not affect abund/biomass; seed set counted as community biomass",,,,,
839,,abund biomass to ecosystem fxn,primary production,seed set,,,0,1,,,,1,,,F2,do not know how this affects biomass,1,,,,
839,,abiotic or biotic,biotic,% bare soil,,,,,,0,,,,,F2,,,,,,
839,,abiotic or biotic,biotic,flower richness,,,,,,0,,,,,F2,,,,,,
839,,abiotic or biotic,biotic,visitation rate,,,,,,0,,,,,F2,,,,,,
857,,PP to host infection prevalence / intensity,abundance,density of fungal spores,,,1,0,,,,,,,T2,,,,,,
857,,PP to host infection prevalence / intensity,abundance,density of fungal hyphae,,,1,0,,,,,,,T2,,,,,,
857,,abiotic or biotic,biotic,upper vs. lower leaf surface,,,,,,0,,,,,T2,,,,,,
857,,abiotic or biotic,biotic,blocked domatia,,,,,,0,,,,,T2,,,,,,
857,,abiotic or biotic,biotic,blocked lamina,,,,,,0,,,,,T2,,,,,,
857,,abiotic or biotic,biotic,miticide,,,,,,0,,,,,T2,,,,,,
857,,abiotic or biotic,biotic,mites per leaf,,,,,,0,,,,,F3,,,,,,
857,,PP to morbidity,host fitness,proportion leaves remaining,,,1,0,hyphae density ,,,,,,F4,,,,,,
857,,PP to morbidity,host fitness,fruit fascicles per shoot,,,1,0,hyphae density ,,,,,,F4,,,,,,
857,,PP to morbidity,host fitness,domatia per leaf,,,1,0,hyphae density ,,,,,,F5,,,,,,
857,1,PP to morbidity,host phenotype,C (%) in new leaves,,,1,0,,,,,,,T3,morbidity because host phenotype,,,,,
857,2,PP to morbidity,host phenotype,N (%) in new leaves,,,1,0,,,,,,,T3,morbidity because host phenotype,,,,,
857,1,morbidity to ecosystem fxn,biogeochemical cycles,C (%) in new leaves,,,,,,,,1,,,T3,morbidity because host phenotype,,,,,
857,2,morbidity to ecosystem fxn,biogeochemical cycles,N (%) in new leaves,,,,,,,,1,,,T3,morbidity because host phenotype,,,,,
892,,PP to abund biomass,host and community composition,richness,,,1,1,P presence vs. absence,,,,,,196,,,,,,
